date,close
2025/5/6 10:30,2647.58 
2025/5/6 11:30,2647.55 
2025/5/6 14:00,2644.98 
2025/5/6 15:00,2647.72 
2025/5/7 10:30,2665.29 
2025/5/7 11:30,2665.16 
2025/5/7 14:00,2660.62 
2025/5/7 15:00,2670.70 
2025/5/8 10:30,2681.33 
2025/5/8 11:30,2689.74 
2025/5/8 14:00,2682.69 
2025/5/8 15:00,2679.51 
2025/5/9 10:30,2681.37 
2025/5/9 11:30,2685.43 
2025/5/9 14:00,2687.20 
2025/5/9 15:00,2684.01 
2025/5/12 10:30,2706.92 
2025/5/12 11:30,2693.54 
2025/5/12 14:00,2697.04 
2025/5/12 15:00,2702.62 
2025/5/13 10:30,2706.80 
2025/5/13 11:30,2703.82 
2025/5/13 14:00,2710.19 
2025/5/13 15:00,2708.06 
2025/5/14 10:30,2713.78 
2025/5/14 11:30,2726.75 
2025/5/14 14:00,2751.34 
2025/5/14 15:00,2753.79 
2025/5/15 10:30,2741.92 
2025/5/15 11:30,2743.82 
2025/5/15 14:00,2740.82 
2025/5/15 15:00,2740.30 
2025/5/16 10:30,2706.96 
2025/5/16 11:30,2711.69 
2025/5/16 14:00,2711.79 
2025/5/16 15:00,2716.66 
2025/5/19 10:30,2701.53 
2025/5/19 11:30,2704.32 
2025/5/19 14:00,2703.26 
2025/5/19 15:00,2705.09 
2025/5/20 10:30,2713.19 
2025/5/20 11:30,2720.94 
2025/5/20 14:00,2719.63 
2025/5/20 15:00,2716.63 
2025/5/21 10:30,2734.95 
2025/5/21 11:30,2736.11 
2025/5/21 14:00,2728.61 
2025/5/21 15:00,2728.43 
2025/5/22 10:30,2730.07 
2025/5/22 11:30,2735.13 
2025/5/22 14:00,2734.44 
2025/5/22 15:00,2733.63 
2025/5/23 10:30,2732.25 
2025/5/23 11:30,2738.01 
2025/5/23 14:00,2727.16 
2025/5/23 15:00,2711.85 
2025/5/26 10:30,2717.43 
2025/5/26 11:30,2697.01 
2025/5/26 14:00,2696.41 
2025/5/26 15:00,2699.42 
2025/5/27 10:30,2696.33 
2025/5/27 11:30,2689.71 
2025/5/27 14:00,2688.25 
2025/5/27 15:00,2685.28 
2025/5/28 10:30,2682.63 
2025/5/28 11:30,2686.73 
2025/5/28 14:00,2686.83 
2025/5/28 15:00,2683.06 
2025/5/29 10:30,2692.77 
2025/5/29 11:30,2698.75 
2025/5/29 14:00,2695.30 
2025/5/29 15:00,2690.89 
2025/5/30 10:30,2671.91 
2025/5/30 11:30,2683.23 
2025/5/30 14:00,2686.94 
2025/5/30 15:00,2678.70 
2025/6/3 10:30,2680.24 
2025/6/3 11:30,2692.80 
2025/6/3 14:00,2686.16 
2025/6/3 15:00,2687.30 
2025/6/4 10:30,2694.97 
2025/6/4 11:30,2695.24 
2025/6/4 14:00,2692.12 
2025/6/4 15:00,2690.82 
2025/6/5 10:30,2688.53 
2025/6/5 11:30,2689.85 
2025/6/5 14:00,2689.59 
2025/6/5 15:00,2692.13 
2025/6/6 10:30,2691.33 
2025/6/6 11:30,2687.21 
2025/6/6 14:00,2688.53 
2025/6/6 15:00,2688.85 
2025/6/9 10:30,2692.96 
