date,close
2025/4/1 10:30,4420.47 
2025/4/1 11:30,4421.90 
2025/4/1 14:00,4399.87 
2025/4/1 15:00,4398.14 
2025/4/2 10:30,4416.41 
2025/4/2 11:30,4409.75 
2025/4/2 14:00,4396.56 
2025/4/2 15:00,4399.86 
2025/4/3 10:30,4373.21 
2025/4/3 11:30,4335.97 
2025/4/3 14:00,4343.33 
2025/4/3 15:00,4338.79 
2025/4/7 10:30,4038.54 
2025/4/7 11:30,4005.03 
2025/4/7 14:00,3954.86 
2025/4/7 15:00,3939.44 
2025/4/8 10:30,3936.05 
2025/4/8 11:30,3958.10 
2025/4/8 14:00,3933.13 
2025/4/8 15:00,3968.09 
2025/4/9 10:30,3992.83 
2025/4/9 11:30,3990.12 
2025/4/9 14:00,4009.61 
2025/4/9 15:00,4008.33 
2025/4/10 10:30,4136.13 
2025/4/10 11:30,4092.90 
2025/4/10 14:00,4105.68 
2025/4/10 15:00,4097.61 
2025/4/11 10:30,4075.63 
2025/4/11 11:30,4099.90 
2025/4/11 14:00,4140.67 
2025/4/11 15:00,4128.27 
2025/4/14 10:30,4161.05 
2025/4/14 11:30,4159.38 
2025/4/14 14:00,4144.37 
2025/4/14 15:00,4143.03 
2025/4/15 10:30,4124.94 
2025/4/15 11:30,4128.60 
2025/4/15 14:00,4122.11 
2025/4/15 15:00,4133.03 
2025/4/16 10:30,4084.18 
2025/4/16 11:30,4056.30 
2025/4/16 14:00,4069.81 
2025/4/16 15:00,4102.85 
2025/4/17 10:30,4115.11 
2025/4/17 11:30,4118.75 
2025/4/17 14:00,4107.28 
2025/4/17 15:00,4098.75 
2025/4/18 10:30,4088.78 
2025/4/18 11:30,4085.97 
2025/4/18 14:00,4111.46 
2025/4/18 15:00,4108.84 
2025/4/21 10:30,4131.39 
2025/4/21 11:30,4133.06 
2025/4/21 14:00,4153.74 
2025/4/21 15:00,4154.07 
2025/4/22 10:30,4142.08 
2025/4/22 11:30,4137.32 
2025/4/22 14:00,4150.40 
2025/4/22 15:00,4139.12 
2025/4/23 10:30,4153.22 
2025/4/23 11:30,4168.13 
2025/4/23 14:00,4175.08 
2025/4/23 15:00,4163.89 
2025/4/24 10:30,4173.79 
2025/4/24 11:30,4141.91 
2025/4/24 14:00,4149.40 
2025/4/24 15:00,4145.76 
2025/4/25 10:30,4166.82 
2025/4/25 11:30,4181.04 
2025/4/25 14:00,4167.74 
2025/4/25 15:00,4161.87 
2025/4/28 10:30,4150.47 
2025/4/28 11:30,4148.07 
2025/4/28 14:00,4142.38 
2025/4/28 15:00,4140.02 
2025/4/29 10:30,4137.15 
2025/4/29 11:30,4140.07 
2025/4/29 14:00,4131.05 
2025/4/29 15:00,4134.40 
2025/4/30 10:30,4157.05 
2025/4/30 11:30,4161.04 
2025/4/30 14:00,4159.25 
2025/4/30 15:00,4151.47 
2025/5/6 10:30,4203.76 
2025/5/6 11:30,4213.18 
2025/5/6 14:00,4209.97 
2025/5/6 15:00,4218.34 
2025/5/7 10:30,4229.65 
2025/5/7 11:30,4225.89 
2025/5/7 14:00,4214.95 
2025/5/7 15:00,4227.52 
2025/5/8 10:30,4257.00 
2025/5/8 11:30,4270.24 
2025/5/8 14:00,4264.88 
2025/5/8 15:00,4265.27 
2025/5/9 10:30,4242.44 
2025/5/9 11:30,4234.95 
2025/5/9 14:00,4250.99 
2025/5/9 15:00,4241.03 
